rentree_scolaire,region_academique,academie,departement,commune,numero_lycee,denomination_principale,patronyme,secteur,nombre_d_eleves,2ndes_gt,2ndes_gt_filles,2ndes_gt_garcons,2ndes_gt_lv1_allemand,2ndes_gt_lv1_anglais,2ndes_gt_lv1_espagnol
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,LA TOUR-DU-PIN,0380073Y,LPO LYCEE DES METIERS,ELIE CARTAN,PUBLIC,546,235,129,106,0,235,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,LA TRONCHE,0381630R,LYCEE POLYVALENT,UNITE SOINS ETUDES GRESIVAUDAN,PUBLIC,117,41,37,4,0,41,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,LA TRONCHE,0383208F,LYCEE POLYVALENT PRIVE,PHILIPPINE DUCHESNE,PRIVE,814,267,139,128,0,267,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,LE PEAGE-DE-ROUSSILLON,0381670J,LYCEE GENERAL PRIVE,JEANNE D'ARC,PRIVE,282,103,61,42,0,103,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,LE PONT-DE-BEAUVOISIN,0380053B,LYCEE POLYVALENT,CHARLES GABRIEL PRAVAZ,PUBLIC,758,256,133,123,0,256,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,L'ISLE-D'ABEAU,0382895R,LYCEE POLYVALENT,PHILIBERT DELORME,PUBLIC,989,322,172,150,0,322,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,MEYLAN,0382863F,LYCEE POLYVALENT,DU GRESIVAUDAN,PUBLIC,1213,385,185,200,0,385,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,MOIRANS,0383119J,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE BEGHIN,PUBLIC,796,244,150,94,0,244,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,MORESTEL,0383069E,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE COROT,PUBLIC,779,267,144,123,0,267,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,NIVOLAS-VERMELLE,0383072H,LPO PR,SAINT MARC,PRIVE,1262,457,246,211,0,457,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,PONTCHARRA,0382270L,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE DU TERRAIL,PUBLIC,1024,372,213,159,0,372,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,PONT-DE-CHERUY,0382838D,LYCEE GENERAL ET TECHNOLOGIQUE,LA PLEIADE,PUBLIC,1068,377,208,169,0,377,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,ROUSSILLON,0381599G,LYCEE POLYVALENT,DE L'EDIT,PUBLIC,560,216,123,93,0,198,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,SAINT-MARCELLIN,0380063M,LYCEE POLYVALENT,LA SAULAIE,PUBLIC,690,241,154,87,0,241,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,SAINT-MARTIN-D'HERES,0382170C,LYCEE POLYVALENT PRIVE,SCHNEIDER ELECTRIC,PRIVE,38,0,0,0,0,0,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,SAINT-MARTIN-D'HERES,0382203N,LPO LYCEE DES METIERS,PABLO NERUDA,PUBLIC,924,369,165,204,0,369,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,SEYSSINET-PARISET,0382780R,LYCEE GENERAL ET TECHNOLOGIQUE,ARISTIDE BERGES,PUBLIC,1090,369,199,170,0,369,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VIENNE,0380081G,LYCEE POLYVALENT,ELLA FITZGERALD,PUBLIC,1466,508,283,225,0,508,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VIENNE,0380083J,LPO LYCEE DES METIERS,GALILEE,PUBLIC,537,165,31,134,0,165,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VIENNE,0381678T,LYCEE POLYVALENT PRIVE,ROBIN,PRIVE,850,293,152,141,0,293,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VIENNE,0382854W,LYCEE GENERAL ET TECHNOL PR,SAINT CHARLES,PRIVE,559,186,109,77,0,186,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VILLARD-BONNOT,0383263R,LYCEE GENERAL ET TECHNOLOGIQUE,MARIE REYNOARD,PUBLIC,885,309,169,140,0,309,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VILLARD-DE-LANS,0380097Z,LYCEE CLIMATIQUE,ET SPORTIF JEAN PREVOST,PUBLIC,419,157,81,76,1,156,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VILLEFONTAINE,0382440W,LPO LYCEE DES METIERS,LEONARD DE VINCI,PUBLIC,1086,378,206,172,0,378,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VILLEMOIRIEU,0383550C,LYCEE GEN.ET TECHNOL.PRIVE,JEAN-PAUL II,PRIVE,72,31,19,12,0,31,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VIZILLE,0380089R,LPO LYCEE DES METIERS,PORTES DE L'OISANS,PUBLIC,897,302,157,145,0,289,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VOIRON,0380091T,LYCEE POLYVALENT,EDOUARD HERRIOT,PUBLIC,1038,344,225,119,0,344,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VOIRON,0380092U,LYCEE POLYVALENT,FERDINAND BUISSON,PUBLIC,1013,367,71,296,0,367,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,ISERE,VOIRON,0381683Y,LYCEE GENERAL ET TECHNOL PR,NOTRE DAME DES VICTOIRES,PRIVE,568,186,120,66,0,186,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,AIX-LES-BAINS,0730003G,LYCEE POLYVALENT,MARLIOZ,PUBLIC,1064,368,183,185,0,368,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,AIX-LES-BAINS,0730759D,LYCEE GENERAL PRIVE,TALMUDIQUE,PRIVE,38,14,0,14,0,9,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,AIX-LES-BAINS,0731040J,LYCEE GENERAL PRIVE,TOMER DEBORA,PRIVE,29,8,8,0,0,4,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,ALBERTVILLE,0730005J,LYCEE POLYVALENT,JEAN MOULIN,PUBLIC,820,288,186,102,0,288,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,ALBERTVILLE,0730760E,LYCEE POLYVALENT PRIVE,JEANNE D'ARC,PRIVE,226,64,43,21,0,64,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,BOURG-SAINT-MAURICE,0731507S,LYCEE GENERAL,SAINT EXUPERY,PUBLIC,332,150,90,60,0,148,2
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,CHAMBERY,0730013T,LYCEE GENERAL,VAUGELAS,PUBLIC,1026,385,230,155,0,385,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,CHAMBERY,0730016W,LPO LYCEE DES METIERS,MONGE,PUBLIC,1165,343,163,180,0,343,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,CHAMBERY,0730763H,LGT PRIVE LYCEE DES METIERS,SAINT AMBROISE,PRIVE,888,292,147,145,0,292,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,CHAMBERY,0731248K,LYCEE POLYVALENT,LOUIS ARMAND,PUBLIC,1021,353,195,158,0,353,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,LA RAVOIRE,0731392S,LYCEE GENERAL ET TECHNOLOGIQUE,DU GRANIER,PUBLIC,1296,414,240,174,0,390,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,MOUTIERS,0730029K,LPO LYCEE DES METIERS,AMBROISE CROIZAT,PUBLIC,703,213,124,89,0,213,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,SAINT-JEAN-DE-MAURIENNE,0730037U,LYCEE POLYVALENT,PAUL HEROULT,PUBLIC,694,236,142,94,0,217,0
2022,AUVERGNE-ET-RHONE-ALPES,GRENOBLE,SAVOIE,UGINE,0730043A,LPO LYCEE DES METIERS,RENE PERRIN,PUBLIC,402,137,53,84,0,137,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,AMBERIEU-EN-BUGEY,0011194T,LYCEE GENERAL ET TECHNOLOGIQUE,DE LA PLAINE DE L'AIN,PUBLIC,1610,554,297,257,0,542,12
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,BELLEY,0010010F,LYCEE GENERAL ET TECHNOLOGIQUE,DU BUGEY,PUBLIC,665,229,138,91,0,211,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,BELLEY,0010069V,LYCEE GEN.ET TECHNOL.PRIVE,INSTITUTION SAINTE ANNE - LAMA,PRIVE,255,91,58,33,0,91,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,BELLIGNAT,0011119L,LPO LYCEE DES METIERS,ARBEZ CARME,PUBLIC,737,269,129,140,0,269,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,BOURG-EN-BRESSE,0010013J,LYCEE GENERAL,LALANDE,PUBLIC,1059,376,206,170,8,357,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,BOURG-EN-BRESSE,0010014K,LYCEE GENERAL ET TECHNOLOGIQUE,EDGAR QUINET,PUBLIC,1271,423,275,148,21,390,12
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,BOURG-EN-BRESSE,0010016M,LYCEE POLYVALENT,JOSEPH-MARIE CARRIAT,PUBLIC,1398,442,203,239,1,440,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,BOURG-EN-BRESSE,0010070W,LYCEE GEN.ET TECHNOL.PRIVE,SAINT PIERRE,PRIVE,533,173,90,83,2,171,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,CESSY,0010878Z,LYC POLYVAL PRIVE,JEANNE D'ARC,PRIVE,388,141,77,64,0,141,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,FERNEY-VOLTAIRE,0010072Y,LYCEE POLYVALENT,INTERNATIONAL,PUBLIC,2173,783,411,372,13,723,15
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,LA BOISSE,0011326L,LYCEE GENERAL ET TECHNOLOGIQUE,DE LA COTIERE,PUBLIC,1341,520,281,239,0,520,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,MIRIBEL,0010075B,LYCEE GEN.ET TECHNOL.PRIVE,SAINT JOSEPH,PRIVE,239,79,31,48,0,79,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,NANTUA,0010032E,LYCEE POLYVALENT,XAVIER BICHAT,PUBLIC,477,189,112,77,0,189,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,OYONNAX,0010034G,LYCEE POLYVALENT,PAUL PAINLEVE,PUBLIC,465,99,61,38,0,99,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,OYONNAX,0011457D,LYCEE GEN.ET TECHNOL.PRIVE,SAINT JOSEPH,PRIVE,42,42,20,22,0,42,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,SAINT-DIDIER-SUR-CHALARONNE,0011431A,LYCEE GENERAL PRIVE,SAINT JOSEPH,PRIVE,176,62,30,32,0,62,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,TREVOUX,0011276G,LYCEE GENERAL ET TECHNOLOGIQUE,DU VAL DE SAONE,PUBLIC,1316,435,215,220,0,411,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,AIN,VALSERHONE,0010006B,LPO LYCEE DES METIERS,SAINT-EXUPERY,PUBLIC,561,203,102,101,0,203,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,ANDREZIEUX-BOUTHEON,0421976V,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS MAURIAC-FOREZ,PUBLIC,1340,478,250,228,0,478,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,BOEN-SUR-LIGNON,0422132P,LYCEE GENERAL,L'ASTREE,PUBLIC,231,97,54,43,0,97,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,CHARLIEU,0420008F,LYCEE POLYVALENT,JEREMIE DE LA RUE,PUBLIC,361,128,66,62,0,128,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,CHARLIEU,0421025L,LYCEE GENERAL PRIVE,NOTRE DAME,PRIVE,156,52,33,19,0,52,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,CHAZELLES-SUR-LYON,0422284E,LYCEE GENERAL ET TECHNOLOGIQUE,DES HORIZONS,PUBLIC,635,244,135,109,0,244,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,FEURS,0421788R,LYCEE GENERAL ET TECHNOLOGIQUE,DU FOREZ,PUBLIC,892,298,169,129,0,298,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,FIRMINY,0420013L,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT CAMUS,PUBLIC,687,204,134,70,0,204,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,FIRMINY,0420014M,LYCEE GENERAL ET TECHNOLOGIQUE,JACOB HOLTZER,PUBLIC,397,187,88,99,0,187,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,MONTBRISON,0420018S,LYCEE GENERAL ET TECHNOLOGIQUE,BEAUREGARD,PUBLIC,1054,324,180,144,0,324,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,MONTBRISON,0420973E,LYCEE GEN.ET TECHNOL.PRIVE,SAINT PAUL FOREZ,PRIVE,356,131,82,49,10,121,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,MONTROND-LES-BAINS,0422318S,LYCEE GENERAL PRIVE,SAINT PIERRE,PRIVE,148,57,34,23,0,57,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,RIVE-DE-GIER,0420027B,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES BRASSENS,PUBLIC,924,336,180,156,0,336,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,ROANNE,0420031F,LYCEE GENERAL,JEAN PUY,PUBLIC,799,300,204,96,6,277,17
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,ROANNE,0420033H,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT THOMAS,PUBLIC,763,173,109,64,0,168,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,ROANNE,0420034J,LYCEE GENERAL ET TECHNOLOGIQUE,CARNOT,PUBLIC,890,308,112,196,0,308,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,ROANNE,0420974F,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE ANNE,PRIVE,54,0,0,0,0,0,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,ROANNE,0421023J,LYCEE GENERAL PRIVE,SAINT PAUL,PRIVE,271,103,61,42,0,103,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-CHAMOND,0420040R,LGT LYCEE DES METIERS,CLAUDE LEBOIS,PUBLIC,914,342,179,163,0,342,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-CHAMOND,0421022H,LYCEE GENERAL PRIVE,SAINTE MARIE LA GRAND'GRANGE,PRIVE,379,129,77,52,0,129,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420041S,LYCEE GENERAL,CLAUDE FAURIEL,PUBLIC,960,347,179,168,4,318,25
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420042T,LYCEE GENERAL ET TECHNOLOGIQUE,HONORE D'URFE,PUBLIC,1169,344,219,125,16,317,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420043U,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MONNET,PUBLIC,514,201,111,90,0,201,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420046X,LYCEE GENERAL ET TECHNOLOGIQUE,ETIENNE MIMARD,PUBLIC,422,139,51,88,0,139,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420976H,LYC GEN.ET TECHNOL.PRIVE DES M,LA SALLE SAINT LOUIS SAINTE BA,PRIVE,205,67,31,36,0,67,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0420979L,LYC GEN TECH PRIVE DES METIERS,TEZENAS DU MONTCEL,PRIVE,308,88,29,59,0,88,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0421021G,LYCEE GENERAL PRIVE,EXTERNAT SAINT MICHEL,PRIVE,553,203,119,84,0,203,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0421034W,LYCEE GEN.ET TECHNOL.PRIVE,SEVIGNE,PRIVE,78,0,0,0,0,0,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0421035X,LYCEE GENERAL PRIVE,SAINT PAUL,PRIVE,553,228,120,108,0,228,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-ETIENNE,0422158T,LYC POLYVAL PRIVE DES METIERS,LA SALESIENNE,PRIVE,127,27,18,9,0,27,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-GENEST-LERPT,0422160V,LYC POLYVAL PRIVE DES METIERS,RENOUVEAU,PRIVE,56,0,0,0,0,0,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,LOIRE,SAINT-PRIEST-EN-JAREZ,0420044V,LYCEE GENERAL ET TECHNOLOGIQUE,SIMONE WEIL,PUBLIC,764,276,152,124,0,276,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,BELLEVILLE-EN-BEAUJOLAIS,0693734J,LYCEE POLYVALENT,AIGUERANDE,PUBLIC,1230,414,235,179,1,389,24
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,BRON,0693044J,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-PAUL SARTRE,PUBLIC,1572,555,307,248,0,555,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,CALUIRE-ET-CUIRE,0692165D,CITE SCOLAIRE,ELIE VIGNAL,PUBLIC,45,24,11,13,0,24,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,CHARBONNIERES-LES-BAINS,0693518Z,LYCEE GENERAL ET TECHNOLOGIQUE,BLAISE PASCAL,PUBLIC,1416,481,254,227,0,481,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,DARDILLY,0693504J,LYCEE POLYVALENT,FRANCOIS RABELAIS,PUBLIC,164,0,0,0,0,0,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,DECINES-CHARPIEU,0692800U,LYCEE POLYVALENT,CHARLIE CHAPLIN,PUBLIC,1501,547,291,256,0,547,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,DECINES-CHARPIEU,0694086S,LYCEE GEN.ET TECHNOL.PRIVE,AL KINDI,PRIVE,174,64,42,22,0,64,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,GIVORS,0693330V,LPO LYCEE DES METIERS,ARAGON-PICASSO,PUBLIC,1146,410,217,193,0,410,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LA MULATIERE,0690539L,LYCEE GEN.ET TECHNOL.PRIVE,ASSOMPTION BELLEVUE,PRIVE,642,216,127,89,0,216,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690037R,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE DIDEROT,PUBLIC,772,232,132,100,0,232,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690048C,LP LYCEE DES METIERS,DIDEROT,PUBLIC,18,0,0,0,0,0,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690563M,LYCEE GEN.ET TECHNOL.PRIVE,SAINT LOUIS-SAINT BRUNO,PRIVE,533,201,111,90,2,198,1
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690564N,LYCEE GENERAL PRIVE,INSTITUTION DES CHARTREUX,PRIVE,897,324,177,147,5,319,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690671E,LYCEE GEN.ET TECHNOL.PRIVE,JEAN-BAPTISTE DE LA SALLE,PRIVE,306,92,22,70,0,92,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690023A,LYCEE GENERAL ET TECHNOLOGIQUE,AMPERE,PUBLIC,1012,369,243,126,0,369,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690032K,LYCEE GENERAL ET TECHNOLOGIQUE,JULIETTE RECAMIER,PUBLIC,584,168,112,56,0,167,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690571W,LYCEE GENERAL PRIVE,SAINT MARC,PRIVE,852,275,172,103,0,275,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690029G,LYCEE GENERAL ET TECHNOLOGIQUE,LACASSAGNE,PUBLIC,586,208,106,102,0,208,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690514J,LYCEE GEN.ET TECHNOL.PRIVE,CHARLES DE FOUCAULD,PRIVE,719,240,119,121,1,239,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690031J,LYCEE GENERAL ET TECHNOLOGIQUE,ANTOINE DE SAINT-EXUPERY,PUBLIC,1364,442,227,215,0,442,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690028F,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT JUST,PUBLIC,1226,401,272,129,0,401,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690128P,LPO LYCEE DES METIERS,EDOUARD BRANLY,PUBLIC,773,242,97,145,0,242,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690519P,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DES MINIMES,PRIVE,569,221,94,127,0,221,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690520R,LYCEE GEN.ET TECHNOL.PRIVE,LA FAVORITE SAINTE THERESE,PRIVE,653,193,105,88,0,193,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690521S,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE MARIE LYON,PRIVE,1911,681,351,330,0,681,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690522T,LYCEE GEN.ET TECHNOL.PRIVE,AUX LAZARISTES,PRIVE,934,282,122,160,67,215,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690631L,LYCEE TECHNOLOGIQUE PRIVE,ICOF,PRIVE,211,27,6,21,0,27,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0691659D,LYCEE TECHNOLOGIQUE PRIVE,DON BOSCO,PRIVE,103,19,17,2,0,18,1
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690026D,LYCEE GENERAL,DU PARC,PUBLIC,695,242,137,105,0,242,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690027E,LYCEE GENERAL ET TECHNOLOGIQUE,EDOUARD HERRIOT,PUBLIC,808,273,161,112,0,273,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690529A,LYCEE GENERAL PRIVE,DEBORDE,PRIVE,173,65,30,35,0,65,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690533E,LYCEE GENERAL PRIVE,EXTERNAT DE LA TRINITE,PRIVE,516,222,100,122,7,214,1
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690646C,LYCEE TECHNOLOGIQUE PRIVE,CARREL,PRIVE,76,21,17,4,0,21,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690536H,LYCEE GEN.ET TECHNOL.PRIVE,BELMONT-CAPDEPON,PRIVE,395,158,68,90,0,158,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690574Z,LYCEE GEN.ET TECHNOL.PRIVE,CHEVREUL LESTONNAC,PRIVE,907,263,135,128,0,263,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0693446W,LYCEE GENERAL,CITE SCOLAIRE INTERNATIONALE,PUBLIC,832,304,162,142,20,187,19
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0694405N,LYCEE GENERAL ET TECHNOLOGIQUE,DOCTEUR CHARLES MERIEUX,PUBLIC,582,246,137,109,0,246,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690035N,LYCEE GENERAL ET TECHNOLOGIQUE,AUGUSTE ET LOUIS LUMIERE,PUBLIC,1129,314,191,123,0,314,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690042W,LYCEE GENERAL ET TECHNOLOGIQUE,COLBERT,PUBLIC,530,204,108,96,0,204,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690538K,LYCEE GENERAL PRIVE,PIERRE TERMIER,PRIVE,406,156,78,78,0,156,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690634P,LYCEE TECHNOLOGIQUE PRIVE,LA MACHE,PRIVE,286,65,4,61,0,65,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690642Y,LYCEE TECHNOLOGIQUE PRIVE,O R T,PRIVE,77,22,7,15,0,22,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0692866R,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE MONPLAISIR,PUBLIC,1043,312,132,180,0,312,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0693587Z,LYCEE GENERAL PRIVE,LA XAVIERE,PRIVE,418,152,74,78,0,152,0
2022,AUVERGNE-ET-RHONE-ALPES,LYON,RHONE,LYON,0690038S,LYCEE GENERAL ET TECHNOLOGIQUE,LA MARTINIERE  DUCHERE,PUBLIC,1009,269,147,122,0,269,0
